film_id,name,year,country,genre,duration,director,cast,description
1090,Викинги,2013,"Ирландия, Канада","История, Драма, Боевик, Мелодрама, Приключения, Военный",45.0,Киаран Доннелли,"Кэтрин Уинник, Александр Людвиг, Oran Glynn O'Donovan, Марко Ильсе, Люси Мартин, Рагга Рагнарс, Katie Castle, Йозефин Асплунд, Моргана Полански, Трэвис Фиммел","Рагнар Лодброк – главный герой картины – один из наиболее знаменитых викингов. В этом фильме вы узнаете, как этот бесстрашный и мужественный воин стал королём викингов. Для того чтобы возглавить этот воинственный народ, Рагнару пришлось пережить множество тяжелейших испытаний, а также доказать, что он принадлежит к древнему скандинавскому роду верховного бога войны. В легендах о викингах описывается воинственный и могучий характер всем известных богов и полководцев. Но все же народу викингов также присущи обычные человеческие дела: ведут собственный быт, испытывают человеческие эмоции, любят и верят.Однажды в их мир приходит большая опасность угрожающая уничтожить весь народ викингов и что б защититься вооружится пришлось не только воинственным мужчинам этого народа но и простым женщинам. Среди этих множественных смельчаков в сериале главным героем является мужественный викинг Рагнар Лодброк - потомок бога войны Одина. Он целеустремлен, мужествен, силен и готов идти на любые риски ради своих целей. Он хочет объединить все скандинавские земли и покорить целый мир. Для этого Рагнар вместе со своим лучшим другом Флоки решают соорудить большой корабль на котором они хотят доправить до западных берегов свое сильное войско."
1091,Сарила: Затерянная земля,2013,Канада,Приключения,80.0,Нэнси Севард,"Доун Форд, Гарри Стандджофски, Дастин Миллиган, Кристофер Пламмер, Джеймс Кидни, Женевьев Бюжо, Холли О’Брайэн, Элисапи Айзек, Рашель Лефевр, Илайс Туфексис","В далёкой и суровой северной земле небольшое племя инуитов оказывается на грани выживания. Долгая зима лишает людей их главного богатства — пропитания, а духи, к которым они обращаются за помощью, остаются глухи к их мольбам. В отчаянной попытке спасти свой народ старейшина обращается к легенде о затерянной земле, где жизнь изобилует всем необходимым. Но путь к этой загадочной земле лежит через множество испытаний, и только избранный сможет отыскать её. Молодой охотник, не признающий традиций и ищущий свой путь, решает отправиться в рискованное путешествие, чтобы доказать свою силу и вернуть надежду своему народу.На своём пути он сталкивается не только с ледяной стихией, но и с внутренними страхами и сомнениями, которые проверяют его дух. Однако самые тяжёлые испытания приходят от предательства, ревности и зависти со стороны других членов племени. В этом путешествии он обретает не только мужество, но и глубокую связь с древними традициями своего народа. Находя ответы на свои вопросы, он начинает понимать, что настоящая сила заключается не только в умении выживать, но и в способности жертвовать ради других."
1092,Джек — покоритель великанов,2013,США,"Приключения, Фэнтези",114.0,Брайан Сингер,"Джой МакБринн, Джо Э Салазар, Элинор Томлинсон, Ральф Браун, Энгус Барнетт, Стивен Уильямс, Крис Брэйлсфорд, Ли Уитлок, Питер Эллиотт, Джейсон Бистон","О том что существует мир, где проживают огромные великаны, миру удавалось слышать только в сказках. Они ладе и подумать не могли о том, что они могут находиться намного ближе, чем они себе представляли. Обычный молодой парень, имя которого Джек, живёт обычной жизнью и не имеет забот. Однажды неожиданно для него, на пороге его дома, оказалась красивейшая принцесса, имя которой Изабелла. Юной леди надоело сидеть во дворце. Ей хочется весёлых приключений, о которых она будет помнить всегда. Парень при виде девушки, полностью ослеп от её красоты. Целыми днями, ребята проводили весело время каждый день.Однажды, происходит нежданное, во время обычного веселья, Джеку неожиданно для него самого, удаётся соединить совершенно два разных мира. Человеческий мир и мир великанов. Могучие великаны, очень возмущены тем, что их побеспокоили люди, поэтому они решили взять в свой плен прекрасную принцессу. Парень находится в гневе и ужасе, а семья королевы в полном шоке и недоумении. Тогда отважный рыцарь и его войны, намерены отправиться в ужасный мир великанов. Джек не собирается сидеть и ждать чуда пока принцессу спасут, поэтому отправляется вместе с ними. Прибыв в мир чужаков, они осознают, что те намереваются напасть на мир людей и взять в нем власть."
1093,Новый мир,2013,Корея Южная,"Драма, Триллер, Криминал",135.0,Пак Хун,"Квон Джи-хун, Чон Мин-сон, Чхве Мин-сик, Чон Ён-ги, Чан Гван, Ма Дон-сок, Пэк Сын-ик, Хван Джон-мин, Ким Со-вон, Сон Джи-хё","Молодой парень из бедной семьи, решивший начать новую жизнь, приезжает в мегаполис, где ему предлагают заманчивую работу в элитной сфере. Он быстро оказывается втянут в мир роскоши, власти и манипуляций, где ему предстоит научиться выживать среди амбициозных и хладнокровных людей. Постепенно он раскрывает темные стороны своей работы и открывает для себя, что за идеальными фасадами скрывается жестокая борьба за влияние и богатство. Разумные и эмоциональные компромиссы становятся необходимостью, а желания и мораль начинают сталкиваться с реальностью, которая поглощает его все больше.Вскоре парень попадает в сложный моральный выбор, когда его жизнь становится связана с женщиной, которая играет важную роль в этом закрытом мире. Их отношения обостряются, и он понимает, что, чем больше он узнает, тем сложнее ему становится держать баланс между личной выгодой и собственными принципами. Сюжет фильма приводит героя к осознанию, что человек может быть готов на все ради достижения успеха, но цена этого успеха может оказаться слишком высокой. С каждым шагом он теряет то, что когда-то казалось ему важным, и теперь, чтобы выжить, ему предстоит принимать решения, которые изменят не только его судьбу, но и судьбы тех, кто рядом."
1094,Семейка Крудс,2013,США,"Фэнтези, Комедия, Приключения, Семейный, Боевик, Детский",98.0,Кирк де Микко,"Рэнди Том, Кларк Дьюк, Кэтрин Кинер, Клорис Личмен, Эмма Стоун, Крис Сандерс, Райан Рейнольдс, Николас Кейдж","Бывают такие события, которые полностью и навсегда меняют жизнь любого. В истории столь увлекательного мультфильма, рассказывается о том, как ужасное землятресение, почти разрушило хоть и древний, но родной сердца дом, семейства Крудс. Теперь. Семья вынуждена брать ситуацию под собственный контроль, они намерены положиться на ум молодой псины, которая согласна абсолютно на всё, чтоб насладиться современным миром и его пейзажами. Жизнь вокруг, намного увлекательное и интереснее, чем существование в тёмной пещере. Им там нечего не оставалось, как только ждать верной смерти. Ведь день их однообразен и ни чем не отличался от других.Смотрите интереснейшую историю, как можно добиться в жизни чего-то самостоятельно, а не ждать пока придёт солнце, чтоб разжечь костёр. Именно этому и научил их незнакомец. В мультфильме можно увидеть многие удивительные вещи, которые удастся открыть первобытному семейству. Малому, удастся показать членам семьи совершенно новые вещи, которых ранее им никогда не приходилось наблюдать. Персонажи истории не из слабаков и не готовы сдаваться просто так. Они намерены идти до своей цели до конца, чтоб доказать каждому, ради чего они существуют на этом свете."
1095,Единственный выстрел,2013,"США, Великобритания, Канада","Драма, Триллер, Криминал",116.0,Дэвид М. Розенталь,"Сэм Рокуэлл, Джеффри Райт, Келли Райлли, Джейсон Айзекс, Джо Андерсон, Офелия Ловибонд, Тед Левайн, Уильям Х. Мэйси, Эми Слоун, У. Эрл Браун","Для Джона Муна утро началось обычным лесным охотничьим выходом, представлявшим собой попытку сбросить давление, с которым он справлялся после того, как его жена ушла, забрав с собой маленького сына. Плотная сизая дымка тумана придавала окружающей среде особенную загадочность, отражая внутреннее состояние Муна он был потрясен и безутешен, ощущая полное разрушение своего мира. Джон увидел оленя и мгновенно решился на выстрел. Он нажал на курок, уверенный в своем мастерстве. Однако, вместо ожидаемого оленя, он обнаружил тело молодой женщины. Удар паники пронзил его его действия стали источником непреднамеренного преступления, которое казалось невероятным и непостижимым. Для Муна это был шок и безысходность, потому что он никогда не думал, что окажется в подобной ситуации. Когда он приблизился к телу, чтобы проверить, не была ли женщина вдруг еще жива, он заметил странное письмо и чемодан, полный денег. Это открытие заставило его временно забыть о шоке и страхе, заменив их на тревожное волнение и беспокойство. Письмо казалось ключом к разгадке тайны этого места и времени что женщина делала в лесу с таким количеством наличных? Спасение своего упавшего семейного статуса и страх потерять сына привели Джона к решению скрыть случившееся. Это было решение, рожденное отчаянием и желанием сохранить остатки его обычной жизни."
1096,Посылка,2012,"США, Канада","Триллер, Боевик, Криминал",95.0,Джесси Джонсон,"Стив Остин, Дольф Лундгрен, Эрик Кинлисайд, Майк Допуд, Джон Новак, Кристен Керр, Даррен Шалави, Пол Ву, Локлин Манро, Марк Гиббон","Томми, более известный в криминальном мире под прозвищем Немец, столкнулся с критически важной задачей ему поручено доставить ценную посылку главарю одной из могущественных преступных группировок. На первый взгляд, это может показаться сравнительно простой задачей, не требующей особых усилий. Однако уже с самого начала ситуация начинает обостряться. Когда информация о ценном грузе просачивается в другие криминальные круги, и конкурирующие банды узнают о планах Томми, ситуация становится значительно сложнее. Теперь Немец вынужден бороться за каждый километр пути, поскольку конкуренты начинают строить всевозможные преграды и ловушки, чтобы перехватить посылку и завладеть её содержимым. Каждое его движение и пересечение улиц превращается в рискованное предприятие, где ошибки могут стоить жизни. В процессе пути Томми сталкивается с множеством препятствий: агрессивные группировки пытаются его остановить или даже устранить. Даже тщательно продуманные маршруты и обходные пути не спасают его от преследования. В таких условиях каждое действие должно быть максимально продуманным и быстрым, а каждый момент использовать в свою пользу. Необычные ситуации и постоянно меняющиеся обстоятельства подчеркивают сложность его миссии. Немецу приходится проявлять все свои навыки и умения, чтобы преодолеть возникающие трудности и доставить груз до конечного пункта назначения."
1097,Медведи-соседи: Зимние каникулы,2013,Китай,"Комедия, Приключения, Семейный",70.0,Лю Фуюань,"Томми Чунг, Лафинг Тан, Рик Джей Глен, Дориан Чен, Билли Шин, Тина Ван, Пол «Макс» Райнхарт, John Xina, Холлом Ма, Сидни Сунь","Действие картины перенесет зрителя в густую чащу леса и будет происходить в канун новогоднего праздника. Лесные обитатели леса находятся в новогоднем предвкушении. Ведь подарки достанутся не только людям, но и животным, которые не могут дождаться этого момента. Каждый занят подготовкой, все собираются в единую команду. Одни украшают лесную красавицу, другие помогают им. Все заняты делом, у каждого есть свое задание, только медведи погрузились в спячку и отлынивают от работы. Но все старания могут оказаться напрасными, в лесу ходит лесоруб, который создает зверькам дискомфорт. Мужчина тоже хотел отпраздновать праздник в кругу семьи, и даже начал паковать вещи, но в один прекрасный момент он осознает, что средств на покупку билета недостаточно.Поэтому единственный выход остаться на месте и праздновать праздник здесь, в лесной чаще, где нет ни единой человеческой души. Это факт огорчил не только мужчину, но и обитателей. Теперь он приступит к работе и не даст зверькам насладиться тишиной. Звери принимают решение помочь мужчине отправиться домой. Они общими усилиями смастерят средство передвижения, которое доставит героя к семье. Их задумка осуществилась, но чтобы сдвинуть с места изобретение, нужна помощь медведей, которые крепко спят. Как же их разбудить? Ведь без их помощи зверьки не смогут встретить праздник, да и герой не увидит свою семью, за которой очень соскучился."
1098,Соблазнитель 2,2012,Германия,"Комедия, Семейный",122.0,Тиль Швайгер,"Лойд Бейтман, Ямар Валькер, Diego Simion, Андреас Адам, Ютта-Мерле Бёрнсен, Нико Лирш, Магнус Шотт, Херберт Швайгер, Бритта Хаммельштайн, Гедеон Буркхард","Главному герою Генри приходится привыкать к семейному быту. Теперь, если посмотреть на нынешнее поведения героя, никому и в голову не придет, что не так давно он работал в плейбое. Любителю прекрасной половины, который просто прожигал свою жизнь и соблазнял одну за другой красотку не хотелось прежде задумываться о дальнейшем. В настоящее время у него есть супруга Катарина и дочь Магдалена, которых он безмерно старается одарить своей любовью. Он заботливый отец, и просто обожает свою маленькую единственную дочурку. В день юбилея малышки решил заявиться прежний супруг героини, к тому же он привел с собой новую подругу. Тристану не хочется отрываться от своей любимой, и тем самым он пытается всеми способами задеть Генри. Ведь ему очень сложно забыть об измене своей бывшей жены. Однако Генри держится молодцом, и более того ему та уж известно слабое место соперника. На работе у главного героя тоже начались неполадки. Разногласия из-за отведенной роли в фильме заставляют мужчину изрядно понервничать. У него своя четкая позиция по этому поводу, и отступать от своих амбиций он не готов. В целом говоря, жизнь не стоит на месте и протекает активно. Не хватало только еще, чтобы дочь подкинула ему проблемы, однако вскоре заботливый отец столкнется и с этим."
1099,Прекрасные создания,2013,США,"Драма, Мелодрама, Фэнтези",124.0,Ричард ЛаГравенес,"Тиффани Бун, Рэйчел Броснахэн, Элис Энглерт, Джереми Айронс, Кайл Галлнер, Андреа Франкл, Камерон М. Браун, Марго Мартиндейл, Камиль Блоуин, Рэнди Редд","Итан Уэйт не знает покоя. Во сне является странная девушка. Его пленит ее загадочность, силуэт которой скрывает развивающееся темное платье, и ниспадающая прядь волос извивается в свете необычного цвета лица юной красавицы. Молодой и амбициозный паренек грезит о ней. Остается только отражать увиденное чудо на фоне светящихся молний и оглушающей бури в своих зарисовках. Лена Дюкейн приезжает в маленький городок. Доселе не знавшие сюрпризы его улицы начинают жить более динамично. Итан узнает в ней гостью своих сновидений и влюбляется, не оставляя попыток рассказать, что он ее, пусть никогда не видел, но давно уже знает. Борясь с собою, гостья пытается не выпустить наружу секреты своего происхождения, и пытается усмирить темные силы и проклятие, которые с трудом уживаются в ней. В разросшиеся сады, в тину мрачных болот, на разрушенные могильники прибыла настоящая ведьма-заклинательница. Подросток-девочка решает: она плохая или хорошая, какой быть, как понять? Вот чем гложет себя юная леди. Но выбирать не пришлось, за нее решает судьба. В день ее совершеннолетия все колдовское сообщество будет затаив дыхание своих чар следить за изменениями, которые будут происходить в темном мире. Чистота ее души будет определять, где ей быть. На стороне добра или зла?"
1100,Призраки в Коннектикуте 2: Тени прошлого,2012,США,"Драма, Триллер, Ужасы, Детектив",101.0,Том Элкинс,"Брэд Джеймс, Андреа Франкл, Кэти Сакхофф, Эбигейл Спенсер, Чад Майкл Мюррэй, Эмили Элин Линд, Питер Форест, Шадой Лорд, Гейб Бурдо, Моргана Шоу","Маленькая Хайди вместе с родителями переезжает в уютный домик на отшибе, окруженный природой. Место кажется идеальным: тишина, чистый воздух и простор для игр. Однако девочке с первых дней здесь не по себе. Её начинают мучить жуткие видения — нечто злое обитает в доме. Родители, сначала списывая страхи Хайди на адаптацию к новому месту и её фантазию, не придают этому значения. Со временем её состояние ухудшается: она становится замкнутой и напуганной. Но вскоре странные явления начинают происходить на глазах родителей. Ночные шаги в пустых коридорах, необъяснимый холод, шепот, доносящийся из стен — всё это заставляет их пересмотреть своё скептическое отношение. Поняв, что они не одни в доме, и что невидимые силы недовольны их присутствием, семья оказывается перед страшной истиной: прежние обитатели дома всё ещё здесь. И они настроены враждебно. Теперь родителям Хайди предстоит разгадать тайну этого места и остановить то, что терроризирует их дочь, прежде чем станет слишком поздно. Родители, осознав, что бегство не решит проблемы, начинают искать ответы. Они связываются с местными жителями, чтобы узнать историю дома, но сталкиваются с глухим молчанием или неохотными, уклончивыми ответами. Старожилы лишь предостерегают их от любопытства и советуют уехать, пока не стало хуже. Однако семейство решает не сдаваться."
1101,Дом забытых вещей,2013,США,"Триллер, Ужасы, Фэнтези",103.0,Майкл Бартлетт,"Линдси Хоун, Блейк Беррис, Мика Нельсон, АрДжей Митти, Рэнди Шульман, Дайан Далтон, Мишель Мариана, Морин Литтрелл, Брэндон Смит, Тим Уиткомб","Фильм рассказывает о супружеской паре, которая не счастлива в браке. Жена выписывается из психиатрической клиники, и муж её увозит отдыхать. Не сумев продать дом, пара поручает присмотр за ним знакомым. Ими являются молодая девушка, её брат и молодой человек. Позже молодой человек девушки находит мальчика, который с радостью соглашается пожить с ними. Девушка хочет вернуть мальчика его родным родителям, но никакой информации о его родных людях она не получает ни от местных СМИ, ни от самого ребёнка. Поведение мальчика говорит о том, что ему очень комфортно в новом доме. В это время у жильцов дома начинаются видения. Они первым настигают брата девушки. Они очень влияют на и без того неустойчивую психику парня.В это время на отдыхе семейная пара никак не может прийти к согласию, возвращаться ли им обратно домой раньше. Обоим видится мальчик, который в прошлом был их сыном. По видениям он уже мёртв. Муж раскаивается в том, что случайно убил собственного сына, играя в гольф. Признание произошло за рулём автомобиля, которым управляла его жена. Не справившись с эмоциями, они попадают в аварию и умирают. Новости доходят до места, где они живут, и их слышит компания, проживающая в доме. Время проходит и личности парня и девушки всё больше становятся похожими на семейную пару, но в отличии от них, они проходят все испытания и становятся отличными родителями мальчику. Однако брат девушки, не поняв, что произошло, теряет рассудок и кончает жизнь самоубийством."
1102,Побочный эффект,2013,США,"Драма, Триллер, Криминал, Детектив",101.0,Стивен Содерберг,"Мумс Да Шемер, Митчелл Мичалишин, Кэти Лоус, Элизабет Родригес, Рэй ДеБенедиктис, Ченнинг Татум, Мэми Гаммер, Элизабет Рич, Девин Рэтрей, Манро М. Боннел","После ареста мужа Мартина Тейлора психическое состояние Эмили начало ухудшаться. Его освободили из тюрьмы спустя четыре года, но вскоре после этого Эмили попадает в аварию и пытается покончить с собой. Психиатр Джонотан Бэнкс решает выписать ей экспериментальный препарат «Абликс», который начинает действовать, и Эмили восстанавливает свою жизнь. Однако счастье не длится долго. В состоянии сомнамбулизма она убивает своего мужа ножом, и, будучи признанной невменяемой, оказывается в психиатрическом учреждении, а доктор Джонотан теряет свою карьеру. Несмотря на то что со временем Эмили начинает показывать улучшение, её жизнь уже не вернуть.Джонотан не может смириться с таким исходом. Он чувствует, что что-то не так, и начинает свое расследование. Постепенно ему становится ясно, что Эмили симулирует свои психические расстройства. Все улики ведут к тому, что она манипулирует ситуацией, и её мотивы глубоко укоренены в финансовых интересах. Джонотан решает доказать свою гипотезу, собирая улики и анализируя Эмили и ее действия. Он начинает распутывать сложный клубок лжи и манипуляций, где на кону стоит не только его профессия, но и счастье нескольких людей. В процессе поиска правды он сталкивается с опасностями, которые могут поставить под угрозу его жизнь. Теперь его задача — разоблачить Эмили прежде, чем она навсегда запутает его в своих интригах."
1103,Лавлэйс,2013,США,"Драма, Биография",89.0,Роб Эпштейн,"Кори Хардрикт, Адам Томей, Фил Донахью, Питер Сарсгаард, Роберт Патрик, Деби Мейзар, Конор Чарльз Гэсс, Эрик Хантер, Брайан Гаттас, Гастон Уиллиг","Фильм рассказывает о жизни легендарной порноактрисы Линды Лавлейс, чье имя стало известным во всем мире после ее участия в культовом фильме для взрослых. Этот фильм принес ей мгновенную славу и стал самым кассовым из всех, когда-либо снятых в жанре фильмов для взрослых. Однако путь Линды к вершине был совсем не очевиден. Линда родилась в семье с консервативными взглядами и с детства придерживалась строгих пуританских норм поведения. Ее жизнь могла бы остаться в рамках традиционных ценностей, если бы не встреча с Чаком Трейнором, молодым и харизматичным мужчиной, в которого она безумно влюбилась. Чак, который на тот момент уже был связан с индустрией фильмов для взрослых, стал для Линды дверью в совершенно новый и незнакомый ей мир. Их бурный роман быстро перерос в брак, и именно после свадьбы Линда начала свою карьеру в порноиндустрии. Дебют Линды в мире взрослого кино был ошеломляющим. «Глубокая глотка» не только принес ей всемирную известность, но и вызвал огромный резонанс в обществе, став символом сексуальной революции 1970-х годов. Но за фасадом гламура и успеха скрывалась совсем другая реальность. Линда столкнулась с множеством личных и профессиональных трудностей, включая жестокость и манипуляции со стороны Чака, который не только ввел ее в этот бизнес, но и использовал ее для своих целей."
1104,Добро пожаловать в ПОП,2013,Франция,"Комедия, Музыка",94.0,Мартин Ле Галь,"Жюльен Доре, Грегори Гадебуа, Джонатан Коэн, Ясин Белусс, Одри Флеро, Александр Астье, Делия Эспинат-Дьеф, Арсен Моска, Кристоф Курочкин, Винсент Ленардт","Нанести обиду художнику может всякий, если его творческая деятельность недостаточно успешная. Участники металл-группы принадлежат именно к таким «счастливчикам». Намереваясь продемонстрировать миру свое искусство, они собираются принимают участие в рок-фестивале, приглашающем всех желающих. По дороге к пункту проведения музыкального мероприятия коллектив посещает небольшой ресторанчик и получает предложение от хозяина насчет заработка. Лишние деньги никогда не помешают, поэтому музыканты обрадовались подвернувшейся возможности. Однако современная музыка не понравилась сельской публике. А владелец заведения также думает, что зря потратил деньги. Для восстановления справедливости он воспользовался дробовиком. Музыканты оказались в растерянности перед беспорядочной пальбой и угрозами, но их выручает случайность. Разгневанный ресторатор накрывается крышкой гроба, используемой ими в качестве атрибута. Несчастное происшествие, но как это объяснить правоохранительным органам. Ради спасения от правосудия приятели сбегают. Расставшись со своими рокерскими ""прикидами"", они быстро меняют стиль и наряжаются в одежду хиппи, воспевающих любовь и стремление к миру."
1105,Да здравствует Франция!,2013,Франция,Комедия,97.0,Микаэль Юн,"Антони Жубер, Филипп Амброзини, Жан-Луи Барселона, Жерар Дюбуш, Гилен Лондез, Венсан Москато, Франк Гастамбид, Клод Сесе, Фрэнки Пэйн, Мари Ле Кэм","Два пастуха из вымышленного государства Булистан, шокированы тем, что в другой стране мужчины слушаются женщин. Их удивление лишь усиливается, когда узнав о своем неведомом государстве, глава Булистана решает прославить его, отправив двух пастухов во Францию с задачей взорвать Эйфелеву башню. Не имея никакого опыта и с большой нелепостью, пастухи начинают свое долгое путешествие. Вместо того чтобы сосредоточиться на выполнении задания, они сталкиваются с различными комичными ситуациями и приключениями. Их способ передвижения вызывает множество смехотворных моментов — они пытаются ориентироваться по солнцу и теряются по дороге, что приводит к длинным отклонениям от маршрута.Помимо непредсказуемых забавных приключений, пастухи не могут устоять перед соблазнами Парижа — от гастрономических изысков до ярких достопримечательностей. В результате их план незаметно теряется среди веселья и хаоса, создавая невообразимые недоразумения и комичные ситуации. Весьма неординарно, однако именно эти приключения позволяют им открыть для себя настоящую ценность жизни и дружбы, несмотря на первоначальную задачу, которая казалась лишь глупым и опасным замыслом.  Они пробуют местную кухню, встречают интересных людей и даже участвуют в городских праздниках, что приводит к множеству комичных ситуаций. Их наивность и простодушие становятся источником смеха как для них самих, так и для тех, кто их окружает."
1106,Дом с паранормальными явлениями,2013,США,"Комедия, Ужасы",80.0,Майкл Тиддес,"Аланна Юбак, Эндрю Дэйли, Лиана Мендоса, Дж.Б. Смув, Emma Jonnz, Робин Тиди, Седрик «Развлекатель», Бобби Ли, Джэми Ноэль, Джорденн Томпсон","Фильм является комедийной пародией на современные фильмы ужасов, рассказывающей о доме с привидениями. Главным героем является Малкольм, который живет в обычном доме до тех пор, пока к нему не переезжает его подруга Киша. После переезда Киши в доме начинают происходить странные и пугающие события, которые сложно объяснить рационально. Малкольм замечает, что мебель двигается сама по себе, двери скрипят, а ночью слышны странные звуки. Ситуация становится ещё более непонятной, когда Киша, обеспокоенная происходящим, неожиданно признается Малкольму в своем мрачном детском секрете. Оказывается, в детстве она заключила сделку с дьяволом, продав свою душу в обмен на пару модных туфелек, о которых она тогда мечтала. Теперь, спустя годы, последствия этой сделки дают о себе знать. Осознав, что они столкнулись с чем-то сверхъестественным, Малкольм и Киша решают обратиться за помощью к специалистам. На помощь им приходят два весьма необычных персонажа: гей-экстрасенс и проповедник с криминальным прошлым. Экстрасенс, обладая уникальными способностями, пытается установить контакт с духами и выяснить причины происходящего. Его яркая и эксцентричная личность добавляет фильму комических моментов. Проповедник, который когда-то был на другой стороне закона, использует свои навыки и знания, чтобы помочь паре изгнать демона."
